slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
getblock-testnet-advanced-recent-state,,!offer:getblock-advanced-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/?q=algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/?q=algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-free-recent-state,,!offer:getblock-free-recent-state,"[""[Website](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/?q=algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-pro-recent-state,,!offer:getblock-pro-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/?q=algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
getblock-testnet-starter-recent-state,,!offer:getblock-starter-recent-state,"[""[Buy](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/?q=algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-business,,!offer:node-real-business,"[""[Buy](https://nodereal.io/pricing)""]",,,,,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-business-recent-state,,!offer:node-real-business-recent-state,"[""[Buy](https://nodereal.io/pricing)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-free,,!offer:node-real-free,"[""[Website](https://nodereal.io/api-marketplace/algorand-rest-api)""]",,,,,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-free-recent-state,,!offer:node-real-free-recent-state,"[""[Website](https://nodereal.io/api-marketplace/algorand-rest-api)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-growth,,!offer:node-real-growth,"[""[Buy](https://nodereal.io/pricing)""]",,,,,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-growth-recent-state,,!offer:node-real-growth-recent-state,"[""[Buy](https://nodereal.io/pricing)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-team,,!offer:node-real-team,"[""[Buy](https://nodereal.io/pricing)""]",,,,,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
node-real-mainnet-team-recent-state,,!offer:node-real-team-recent-state,"[""[Buy](https://nodereal.io/pricing)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nodely-mainnet-public-recent-state,,!offer:nodely-public-recent-state,,,,,,Algorand REST,mainnet,,,,,,,,,,"[""IPFS Gateway""]",,,,,,,,,
nodely-mainnet-public-full-archive,,!offer:nodely-public-full-archive,,,,,,Algorand REST,mainnet,,,,,,,,,,"[""IPFS Gateway""]",,,,,,,,,
nodely-mainnet-public-indexer,,!offer:nodely-public-indexer,,,,,,Algorand Indexer,mainnet,,,,,,,,,,"[""IPFS Gateway""]",,,,,,,,,
nodely-mainnet-unlimited-dedicated-recent-state,,!offer:nodely-unlimited-dedicated-recent-state,,,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nodely-mainnet-unlimited-dedicated-full-archive,,!offer:nodely-unlimited-dedicated-full-archive,,,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nodely-mainnet-unlimited-dedicated-indexer,,!offer:nodely-unlimited-dedicated-indexer,,,,,,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
nodely-mainnet-enterprise-dedicated-recent-state,,!offer:nodely-enterprise-dedicated-recent-state,,,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nodely-mainnet-enterprise-dedicated-full-archive,,!offer:nodely-enterprise-dedicated-full-archive,,,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nodely-mainnet-enterprise-dedicated-indexer,,!offer:nodely-enterprise-dedicated-indexer,,,,,,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-public-recent-state,,!offer:nodely-public-recent-state,,,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-public-full-archive,,!offer:nodely-public-full-archive,,,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-public-indexer,,!offer:nodely-public-indexer,,,,,,Algorand Indexer,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-unlimited-dedicated-recent-state,,!offer:nodely-unlimited-dedicated-recent-state,,,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-unlimited-dedicated-full-archive,,!offer:nodely-unlimited-dedicated-full-archive,,,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-unlimited-dedicated-indexer,,!offer:nodely-unlimited-dedicated-indexer,,,,,,Algorand Indexer,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-enterprise-dedicated-recent-state,,!offer:nodely-enterprise-dedicated-recent-state,,,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-enterprise-dedicated-full-archive,,!offer:nodely-enterprise-dedicated-full-archive,,,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nodely-testnet-enterprise-dedicated-indexer,,!offer:nodely-enterprise-dedicated-indexer,,,,,,Algorand Indexer,testnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/algorand-algo)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-mainnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-business-recent-state,,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-dedicated-recent-state,,!offer:nownodes-dedicated-recent-state,"[""[Contact](https://account.nownodes.io/auth/login)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-enterprise-recent-state,,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-free-recent-state,,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/algorand-algo)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
nownodes-testnet-pro-recent-state,,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.io/blog/how-to-access-algorand-rpc-api/)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-free-plan-indexer,,!offer:onfinality-free-plan-indexer,"[""[Contact](https://indexing.onfinality.io/pricing)"",""[Docs](https://subquery.network/indexer/algorand)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
onfinality-mainnet-standard-plan-indexer,,!offer:onfinality-standard-plan-indexer,"[""[Contact](https://indexing.onfinality.io/pricing)"",""[Docs](https://subquery.network/indexer/algorand)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
subquery-mainnet-pay-as-you-go-indexer,,!offer:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/consumers/plan.html#setting-your-flex-plan-pricing)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/algorand.html#algorand-quick-start)""]",,,Archive,Indexed Data,Algorand Indexer,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,mainnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
tatum-testnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-algorand)""]",,,,,Algorand REST,testnet,,,,,,,,,,,,,,,,,,,
