slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag
ankr-mainnet-free,,!offer:ankr-free-recent-state,"[""[Website](https://www.ankr.com/web3-api/chains-list/stellar/)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
ankr-mainnet-pay-as-you-go,,!offer:ankr-pay-as-you-go-recent-state,"[""[Buy](https://www.ankr.com/web3-api/chains-list/stellar/)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
ankr-testnet-free,,!offer:ankr-free-recent-state,"[""[Website](https://www.ankr.com/web3-api/chains-list/stellar/)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/stellar/)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
ankr-testnet-pay-as-you-go,,!offer:ankr-pay-as-you-go-recent-state,"[""[Buy](https://www.ankr.com/web3-api/chains-list/stellar/)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-api/stellar/)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
blockdaemon-mainnet-dedicated,,!offer:blockdaemon-dedicated-recent-state,"[""[Buy](https://www.blockdaemon.com/protocols/stellar)"",""[Docs](https://docs.blockdaemon.com/docs/stellar)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
blockdaemon-mainnet-free,,!offer:blockdaemon-free-recent-state,"[""[Website](https://www.blockdaemon.com/protocols/stellar)"",""[Docs](https://docs.blockdaemon.com/docs/stellar)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
blockdaemon-mainnet-pay-as-you-go,,!offer:blockdaemon-pay-as-you-go-recent-state,"[""[Buy](https://www.blockdaemon.com/protocols/stellar)"",""[Docs](https://docs.blockdaemon.com/docs/stellar)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
blockdaemon-testnet-dedicated,,!offer:blockdaemon-dedicated-recent-state,"[""[Buy](https://www.blockdaemon.com/protocols/stellar)"",""[Docs](https://docs.blockdaemon.com/docs/stellar)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
blockdaemon-testnet-free,,!offer:blockdaemon-free-recent-state,"[""[Website](https://www.blockdaemon.com/protocols/stellar)"",""[Docs](https://docs.blockdaemon.com/docs/stellar)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
blockdaemon-testnet-pay-as-you-go,,!offer:blockdaemon-pay-as-you-go-recent-state,"[""[Buy](https://www.blockdaemon.com/protocols/stellar)"",""[Docs](https://docs.blockdaemon.com/docs/stellar)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon"",""soroban-rpc""]",,,,,,,
getblock-mainnet-dedicated-full-archive,,!offer:getblock-dedicated-full-archive,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-dedicated-recent-state,,!offer:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
getblock-mainnet-free-recent-state,,!offer:getblock-free-recent-state,"[""[Website](https://getblock.io/)"",""[Docs](https://docs.getblock.io/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
